Column1,Column2,Column3,Column4,Column5
Generated on: 2025-06-18,,,,
Course Code,Faculty Initial,Section,Seats,Time
ICE312,KHALID,1,5/5,W 01:30 PM - 03:30 PM
ICE312,KHALID,2,5/5,S 03:10 PM - 04:40 PM
ICE312,KHALID,2,5/5,R 03:10 PM - 04:40 PM
ICE312,KHALID,2,5/5,R 04:50 PM - 06:50 PM
ICE313,TBA,1,6/30,TR 10:10 AM - 11:40 AM
ICE313,TBA,1,6/30,M 10:10 AM - 12:10 PM
ICE314,SSULTANA,1,17/30,MW 03:10 PM - 04:40 PM
ICE314,SSULTANA,1,17/30,W 04:50 PM - 06:50 PM
ICE322,DFZA,1,1/30,M 04:50 PM - 06:50 PM
ICE322,DFZA,1,1/30,MW 03:10 PM - 04:40 PM
ICE370,DSU,1,8/8,S 04:50 PM - 07:50 PM
ICE370,DSU,1,8/8,TR 10:10 AM - 11:40 AM
ICE399,KHALID,1,2/30,R 01:30 PM - 03:09 PM
ICE439,DFZA,1,1/40,MW 01:30 PM - 03:00 PM
ICE469,NYA,1,0/3,ST 10:10 AM - 11:40 AM
ICE469,NYA,2,0/3,ST 01:30 PM - 03:00 PM
ICE469,DMEI,3,2/3,MW 08:30 AM - 10:00 AM
ICE469,DMEI,4,0/3,MW 10:10 AM - 11:40 AM
ICE469,SDIS,5,0/3,S 11:50 AM - 01:20 PM
ICE469,SDIS,5,0/3,R 11:50 AM - 01:20 PM
ICE469,SDIS,6,1/3,R 01:30 PM - 03:00 PM
ICE469,SDIS,6,1/3,T 01:30 PM - 03:00 PM
ICE470,DSU,1,1/1,S 04:50 PM - 07:50 PM
ICE470,DSU,1,1/1,TR 10:10 AM - 11:40 AM
ICE473,SDIS,1,0/5,MW 01:30 PM - 03:00 PM
ICE473,DCR,2,4/5,ST 04:50 PM - 06:20 PM
ICE473,DCR,3,2/5,ST 06:30 PM - 08:00 PM
ICE475,DRUI,1,0/3,M 01:30 PM - 03:30 PM
ICE475,DRUI,1,0/3,SR 10:10 AM - 11:40 AM
ICE475,MRAR,2,0/3,S 04:50 PM - 06:50 PM
ICE475,MRAR,2,0/3,TR 03:10 PM - 04:40 PM
ICE475,DMGR,3,0/3,S 08:00 AM - 10:00 AM
ICE475,DMGR,3,0/3,ST 10:10 AM - 11:40 AM
ICE475,DMGR,4,0/3,ST 11:50 AM - 01:20 PM
ICE475,DMGR,4,0/3,T 08:00 AM - 10:00 AM
ICE475,IMRAN,5,0/3,S 03:10 PM - 04:40 PM
ICE475,IMRAN,5,0/3,T 03:10 PM - 04:40 PM
ICE475,IMRAN,5,0/3,W 04:50 PM - 06:50 PM
ICE475,IMRAN,6,0/3,M 04:50 PM - 06:50 PM
ICE475,IMRAN,6,0/3,ST 04:50 PM - 06:20 PM
ICE475,TBA,7,0/0,S 10:10 AM - 11:40 AM
ICE475,TBA,7,0/0,R 10:10 AM - 11:40 AM
ICE475,TBA,7,0/0,T 10:10 AM - 12:10 PM
ICE475,TBA,8,0/0,S 04:50 PM - 06:20 PM
ICE475,TBA,8,0/0,R 08:00 AM - 10:00 AM
ICE475,TBA,8,0/0,T 04:50 PM - 06:20 PM
ICE476,DRUI,1,3/3,M 01:30 PM - 03:30 PM
ICE476,DRUI,1,3/3,SR 10:10 AM - 11:40 AM
ICE476,MRAR,2,0/3,S 04:50 PM - 06:50 PM
ICE476,MRAR,2,0/3,TR 03:10 PM - 04:40 PM
ICE476,DMGR,3,1/3,S 08:00 AM - 10:00 AM
ICE476,DMGR,3,1/3,ST 10:10 AM - 11:40 AM
ICE476,DMGR,4,0/3,ST 11:50 AM - 01:20 PM
ICE476,DMGR,4,0/3,T 08:00 AM - 10:00 AM
ICE476,IMRAN,5,0/3,S 03:10 PM - 04:40 PM
ICE476,IMRAN,5,0/3,T 03:10 PM - 04:40 PM
ICE476,IMRAN,5,0/3,W 04:50 PM - 06:50 PM
ICE476,IMRAN,6,0/3,ST 04:50 PM - 06:20 PM
ICE476,IMRAN,6,0/3,M 04:50 PM - 06:50 PM
ICE476,TBA,7,0/0,S 10:10 AM - 11:40 AM
ICE476,TBA,7,0/0,R 10:10 AM - 11:40 AM
ICE476,TBA,7,0/0,T 10:10 AM - 12:10 PM
ICE476,TBA,8,0/0,T 04:50 PM - 06:20 PM
ICE476,TBA,8,0/0,S 04:50 PM - 06:20 PM
ICE476,TBA,8,0/0,R 08:00 AM - 10:00 AM
ICE478,MRAR,1,0/5,SR 11:50 AM - 01:20 PM
ICE478,MRAR,1,0/5,T 04:50 PM - 06:50 PM
ICE478,DRUI,2,1/5,T 11:50 AM - 01:20 PM
ICE478,DRUI,2,1/5,R 11:50 AM - 01:20 PM
ICE478,DMIM,3,0/5,M 10:10 AM - 12:10 PM
ICE478,DMIM,3,0/5,MW 08:30 AM - 10:00 AM
ICE478,ATIQ,4,0/5,M 04:50 PM - 06:50 PM
ICE478,ATIQ,4,0/5,SR 03:10 PM - 04:40 PM
ICE478,ATIQ,5,0/5,SR 04:50 PM - 06:20 PM
ICE478,ATIQ,5,0/5,W 04:50 PM - 06:50 PM
ICE496A,TBA,1,6/40,A 09:00 AM - 10:00 AM
ICE496B,TBA,1,7/40,
ICE496C,TBA,1,3/40,
ICE498,TBA,1,0/40,
INF7101,DDB,1,2/40,ST 11:50 AM - 01:20 PM
INF7101,DDB,2,0/40,MW 10:10 AM - 11:40 AM
INF7102,ARSN,1,25/40,ST 11:50 AM - 01:20 PM
INF7102,ARSN,2,40/40,MW 11:50 AM - 01:20 PM
INF7103,DMSL,1,2/40,MW 11:50 AM - 01:20 PM
INF7103,DMSL,2,0/40,SR 10:10 AM - 11:40 AM
INF7104,DDB,1,40/40,ST 08:30 AM - 10:00 AM
INF7104,RAISA,2,24/40,ST 08:30 AM - 10:00 AM
INF7201,HNI,1,30/40,TR 11:50 AM - 01:20 PM
INF7201,HNI,2,19/40,MW 11:50 AM - 01:20 PM
INF7204,RRN,1,21/40,MW 10:10 AM - 11:40 AM
INF7204,RRN,2,28/40,SR 10:10 AM - 11:40 AM
INF7207,RAISA,1,30/40,SR 10:10 AM - 11:40 AM
INF7207,RAISA,2,33/40,MW 04:50 PM - 06:20 PM
INF7208,DMRZ,1,15/40,MW 03:10 PM - 04:40 PM
INF7209,RRN,1,41/41,R 01:30 PM - 03:00 PM
INF7209,RRN,1,41/41,T 01:30 PM - 03:00 PM
INF7209,RRN,2,21/40,MW 01:30 PM - 03:00 PM
INF7301,ARSN,1,39/40,MW 03:10 PM - 04:40 PM
INF7301,ARSN,2,23/40,T 03:10 PM - 04:40 PM
INF7301,ARSN,2,23/40,S 03:10 PM - 04:40 PM
INF7301,RAISA,3,19/40,S 04:50 PM - 06:20 PM
INF7301,RAISA,3,19/40,R 04:50 PM - 06:20 PM
INF7302,RAIYAN,1,18/40,R 01:30 PM - 03:00 PM
INF7302,RAIYAN,1,18/40,S 01:30 PM - 03:00 PM
INF7303,HNI,1,25/40,SR 03:10 PM - 04:40 PM
INF7305,MNM,1,31/40,MW 01:30 PM - 03:00 PM
INF7305,MNM,2,24/40,MW 03:10 PM - 04:40 PM
INF7401,RAIYAN,1,25/40,MW 01:30 PM - 03:00 PM
INF7401,RAIYAN,1,25/40,T 08:00 AM - 10:00 AM
INF7403,DMSL,1,0/41,SR 01:30 PM - 03:00 PM
INF7403,DMSL,1,0/41,W 01:30 PM - 03:30 PM
INF7406,RAIYAN,1,2/41,ST 04:50 PM - 06:20 PM
INF7406,RAIYAN,1,2/41,R 10:10 AM - 12:10 PM
ISL101,DDB,1,1/40,ST 11:50 AM - 01:20 PM
ISL101,DDB,2,0/40,MW 10:10 AM - 11:40 AM
ISL103,DMSL,1,2/40,MW 11:50 AM - 01:20 PM
ISL103,DMSL,2,0/40,SR 10:10 AM - 11:40 AM
ISL104,ARSN,1,0/40,ST 11:50 AM - 01:20 PM
ISL104,ARSN,2,0/40,MW 11:50 AM - 01:20 PM
ISL204,HNI,1,0/40,TR 11:50 AM - 01:20 PM
ISL204,HNI,2,1/40,MW 11:50 AM - 01:20 PM
ISL205,RRN,1,0/40,R 01:30 PM - 03:00 PM
ISL205,RRN,1,0/40,T 01:30 PM - 03:00 PM
ISL205,RRN,2,0/40,MW 01:30 PM - 03:00 PM
ISL208,RAISA,1,0/40,SR 10:10 AM - 11:40 AM
ISL208,RAISA,2,0/40,MW 04:50 PM - 06:20 PM
ISL301,RRN,1,5/40,MW 10:10 AM - 11:40 AM
ISL301,RRN,2,1/40,SR 10:10 AM - 11:40 AM
ISL304,HNI,1,0/40,SR 03:10 PM - 04:40 PM
ISL305,MNM,1,0/40,MW 01:30 PM - 03:00 PM
ISL305,MNM,2,0/40,MW 03:10 PM - 04:40 PM
ISL308,ARSN,1,1/40,MW 03:10 PM - 04:40 PM
ISL308,ARSN,2,1/40,S 03:10 PM - 04:40 PM
ISL308,ARSN,2,1/40,T 03:10 PM - 04:40 PM
ISL308,RAISA,3,4/40,S 04:50 PM - 06:20 PM
ISL308,RAISA,3,4/40,R 04:50 PM - 06:20 PM
ISL311,DMRZ,1,26/40,MW 04:50 PM - 06:20 PM
ISL402,RAIYAN,1,1/40,S 01:30 PM - 03:00 PM
ISL402,RAIYAN,1,1/40,R 01:30 PM - 03:00 PM
ISL403,DDB,1,5/40,ST 08:30 AM - 10:00 AM
ISL403,RAISA,2,2/40,ST 08:30 AM - 10:00 AM
ISL405,RAIYAN,1,1/40,MW 01:30 PM - 03:00 PM
ISL405,RAIYAN,1,1/40,T 08:00 AM - 10:00 AM
ISL407,DMSL,1,21/41,SR 01:30 PM - 03:00 PM
ISL407,DMSL,1,21/41,W 01:30 PM - 03:30 PM
ISL408,RAIYAN,1,19/41,ST 04:50 PM - 06:20 PM
ISL408,RAIYAN,1,19/41,R 10:10 AM - 12:10 PM
ISL498,DMSL,1,3/40,F 03:10 PM - 04:40 PM
ISL499,TBA,1,2/40,F 01:00 PM - 02:00 PM
ITB301,JU,1,40/40,TR 10:10 AM - 11:40 AM
ITB301,MSHS,2,38/38,MW 10:10 AM - 11:40 AM
ITB301,TNI,3,26/37,SR 04:50 PM - 06:20 PM
ITB301,TNI,4,37/37,TR 03:10 PM - 04:40 PM
ITB301,JMA,5,37/38,MW 01:30 PM - 03:00 PM
ITB301,JMA,6,38/38,MW 10:10 AM - 11:40 AM
LGF8701,INK,1,0/35,F 10:40 AM - 01:10 PM
LGF8701,SHFI,2,0/35,F 02:30 PM - 05:00 PM
LGF8702,MMNA,1,0/35,S 06:40 PM - 09:10 PM
LGF8702,MARB,2,0/35,A 04:20 PM - 06:50 PM
LGF8703,MAFN,1,0/35,A 07:00 PM - 09:30 PM
LGF8703,FZTR,2,0/35,F 08:00 AM - 10:30 AM
LGF8704,TJK,1,0/35,F 02:30 PM - 05:00 PM
LGF8704,SMUI,2,0/35,S 06:40 PM - 09:10 PM
LGF8705,NSR,1,0/35,A 04:20 PM - 06:50 PM
LGF8705,MZRN,2,0/35,A 07:00 PM - 09:30 PM
LGF8706,MMZI,1,0/35,F 08:00 AM - 10:30 AM
LGF8706,SMHI,2,0/35,F 10:40 AM - 01:10 PM
LGF8801,ERSK,1,0/30,F 02:30 PM - 05:00 PM
LGF8801,KSAD,2,0/30,A 07:00 PM - 09:30 PM
LGF8802,TMT,1,0/30,S 06:40 PM - 09:10 PM
LGF8802,ALIZA,2,0/30,S 06:40 PM - 09:10 PM
LGF8803,ARSQ,1,0/30,A 04:20 PM - 06:50 PM
LGF8803,MDMN,2,0/30,F 10:40 AM - 01:10 PM
LGF8804,MMM,1,0/30,A 07:00 PM - 09:30 PM
LGF8804,MFN,2,0/30,A 04:20 PM - 06:50 PM
LGF8805,MSIC,1,0/30,F 10:40 AM - 01:10 PM
LGF8805,MGS,2,0/30,F 08:00 AM - 10:30 AM
LGF8806,FDUA,1,0/30,F 08:00 AM - 10:30 AM
LGF8806,SRN,2,0/30,F 02:30 PM - 05:00 PM
LGF8901,BKN,1,0/60,F 03:00 PM - 05:00 PM
MAT101,AKMN,1,27/35,ST 10:10 AM - 11:40 AM
MAT101,AKMN,2,29/35,MW 08:30 AM - 10:00 AM
MAT101,KNI,3,35/35,MW 08:30 AM - 10:00 AM
MAT101,KNI,4,35/35,ST 04:50 PM - 06:20 PM
MAT101,NY,5,34/35,ST 04:50 PM - 06:20 PM
MAT101,NY,6,35/35,MW 11:50 AM - 01:20 PM
MAT101,SUMAN,7,40/40,SR 08:30 AM - 10:00 AM
MAT101,BITU,8,40/40,MW 04:50 PM - 06:20 PM
MAT101,APURBO,9,31/40,ST 08:30 AM - 10:00 AM
MAT101,APURBO,10,40/40,MW 01:30 PM - 03:00 PM
MAT101,AKMN,11,31/40,MW 11:50 AM - 01:20 PM
MAT101,BITU,12,40/40,SR 03:10 PM - 04:40 PM
MAT101,BITU,13,0/40,MW 08:30 AM - 10:00 AM
MAT101,BITU,14,40/40,TR 01:30 PM - 03:00 PM
MAT101,SUMAIYA,15,1/40,ST 04:50 PM - 06:20 PM
MAT101,SUMAIYA,16,40/40,SR 03:10 PM - 04:40 PM
MAT101,AMRK,19,40/40,MW 08:30 AM - 10:00 AM
MAT101,DMAAK,20,40/40,MW 08:30 AM - 10:00 AM
MAT101,AHOSSAIN,21,40/40,MW 11:50 AM - 01:20 PM
MAT101,SIS,22,40/40,MW 08:30 AM - 10:00 AM
MAT101,AHOSSAIN,23,2/40,MW 04:50 PM - 06:20 PM
MAT101,DMY,24,0/40,M 08:30 AM - 10:00 AM
MAT101,DMY,24,0/40,W 08:30 AM - 10:00 AM
MAT101,DBPG,25,40/40,MW 03:10 PM - 04:40 PM
MAT101,DMY,26,40/40,M 11:50 AM - 01:20 PM
MAT101,DMY,26,40/40,W 11:50 AM - 01:20 PM
MAT101,ASHRAF,28,40/40,T 08:30 AM - 10:00 AM
MAT101,ASHRAF,28,40/40,R 08:30 AM - 10:00 AM
MAT101,DFK,29,40/40,ST 10:10 AM - 11:40 AM
MAT101,MEHEDI,30,-1/40,MW 04:50 PM - 06:20 PM
MAT101,TD,31,40/40,MW 11:50 AM - 01:20 PM
MAT102,SIS,1,43/43,MW 01:30 PM - 03:00 PM
MAT102,SIS,2,42/42,T 01:30 PM - 03:00 PM
MAT102,SIS,2,42/42,R 01:30 PM - 03:00 PM
MAT102,TD,3,40/40,SR 11:50 AM - 01:20 PM
MAT102,DRNM,4,40/40,ST 04:50 PM - 06:20 PM
MAT102,TD,5,1/1,MW 08:30 AM - 10:00 AM
MAT102,KNI,6,41/41,S 03:10 PM - 04:40 PM
MAT102,KNI,6,41/41,R 03:10 PM - 04:40 PM
MAT102,MEHEDI,7,40/40,SR 11:50 AM - 01:20 PM
MAT102,SUMAN,8,41/41,SR 11:50 AM - 01:20 PM
MAT102,SHOBHA,9,40/40,MW 03:10 PM - 04:40 PM
MAT102,AMRK,10,40/41,MW 11:50 AM - 01:20 PM
MAT102,DMAAK,11,40/40,MW 11:50 AM - 01:20 PM
MAT102,DAKD,12,41/41,TR 08:30 AM - 10:00 AM
MAT102,DAKD,13,40/40,TR 11:50 AM - 01:20 PM
MAT102,DSBK,14,40/40,TR 11:50 AM - 01:20 PM
MAT102,DMAHS,15,40/40,ST 11:50 AM - 01:20 PM
MAT102,DSBK,16,42/42,TR 08:30 AM - 10:00 AM
MAT102,MEHEDI,17,40/40,TR 03:10 PM - 04:40 PM
MAT102,GKS,18,40/40,TR 08:30 AM - 10:00 AM
MAT102,GKS,19,40/40,TR 11:50 AM - 01:20 PM
MAT102,MZIB,20,40/40,S 04:50 PM - 06:20 PM
MAT102,MZIB,20,40/40,T 04:50 PM - 06:20 PM
MAT102,KNI,21,40/40,R 08:30 AM - 10:00 AM
MAT102,KNI,21,40/40,T 08:30 AM - 10:00 AM
MAT102,TBA,22,0/0,S 10:10 AM - 11:40 AM
MAT102,TBA,22,0/0,R 10:10 AM - 11:40 AM
MAT102,TBA,23,2/2,R 08:30 AM - 10:00 AM
MAT102,TBA,23,2/2,T 08:30 AM - 10:00 AM
MAT104,NY,1,40/40,R 01:30 PM - 03:00 PM
MAT104,NY,1,40/40,S 01:30 PM - 03:00 PM
MAT104,NY,2,41/41,MW 01:30 PM - 03:00 PM
MAT104,ASAD,3,40/40,MW 04:50 PM - 06:20 PM
MAT104,ASAD,4,40/40,MW 03:10 PM - 04:40 PM
MAT104,DSHI,5,40/40,TR 11:50 AM - 01:20 PM
MAT104,DSHI,6,40/40,TR 03:10 PM - 04:40 PM
MAT104,APURBO,7,40/40,MW 04:50 PM - 06:20 PM
MAT104,DCH,8,42/42,T 01:30 PM - 03:00 PM
MAT104,DCH,8,42/42,R 01:30 PM - 03:00 PM
MAT104,SHOBHA,9,41/41,ST 11:50 AM - 01:20 PM
MAT104,SHOBHA,10,31/40,ST 03:10 PM - 04:40 PM
MAT104,DMFR,11,9/9,MW 11:50 AM - 01:20 PM
MAT104,ASHRAF,12,40/40,TR 11:50 AM - 01:20 PM
MAT104,DMAHS,13,40/40,ST 03:10 PM - 04:40 PM
MAT104,KCS,14,0/0,TR 11:50 AM - 01:20 PM
MAT104,KCS,15,40/40,TR 03:10 PM - 04:40 PM
MAT104,TBA,16,0/0,MW 04:50 PM - 06:20 PM
MAT104,TBA,17,0/0,S 04:50 PM - 06:20 PM
MAT104,TBA,17,0/0,R 04:50 PM - 06:20 PM
MAT104,TBA,18,0/0,MW 04:50 PM - 06:20 PM
MAT104,TBA,19,0/0,MW 08:30 AM - 10:00 AM
MAT104,TBA,20,0/0,T 08:30 AM - 10:00 AM
MAT104,TBA,20,0/0,R 08:30 AM - 10:00 AM
MAT205,DFK,1,40/40,ST 01:30 PM - 03:00 PM
MAT205,AP,2,16/40,ST 10:10 AM - 11:40 AM
MAT205,DFK,3,40/40,MW 10:10 AM - 11:40 AM
MAT205,TBA,4,7/7,MW 10:10 AM - 11:40 AM
MAT205,DNCR,5,40/40,MW 08:30 AM - 10:00 AM
MAT205,DNCR,6,39/40,MW 11:50 AM - 01:20 PM
MAT205,DMFR,7,39/40,MW 08:30 AM - 10:00 AM
MAT205,MZIB,8,17/40,TR 03:10 PM - 04:40 PM
MAT205,APURBO,9,36/40,TR 11:50 AM - 01:20 PM
MAT205,DCH,10,25/40,T 11:50 AM - 01:20 PM
MAT205,DCH,10,25/40,R 11:50 AM - 01:20 PM
MAT205,SOHEL,11,40/40,T 11:50 AM - 01:20 PM
MAT205,SOHEL,11,40/40,S 11:50 AM - 01:20 PM
MAT205,SOHEL,12,40/40,ST 03:10 PM - 04:40 PM
MAT205,DRNM,13,35/40,ST 01:30 PM - 03:00 PM
MAT205,TBA,14,0/0,S 04:50 PM - 06:20 PM
MAT205,TBA,14,0/0,R 04:50 PM - 06:20 PM
MAT7100,UM,1,40/41,ST 03:10 PM - 04:40 PM
MAT7100,PPC,2,42/42,MW 10:10 AM - 11:40 AM
MAT7100,KMA,3,42/42,MW 01:30 PM - 03:00 PM
MAT7100,KMA,4,41/41,MW 03:10 PM - 04:40 PM
MAT7100,MARF,5,40/40,TR 08:30 AM - 10:00 AM
MAT7100,ABONTI,7,42/42,MW 03:10 PM - 04:40 PM
MAT7100,MARF,8,40/40,T 10:10 AM - 11:40 AM
MAT7100,MARF,8,40/40,R 10:10 AM - 11:40 AM
MAT7100,MNK,9,40/40,S 11:50 AM - 01:20 PM
MAT7100,MNK,9,40/40,T 11:50 AM - 01:20 PM
MAT7100,ABONTI,10,40/40,MW 10:10 AM - 11:40 AM
MAT7100,MNK,11,40/40,R 03:10 PM - 04:40 PM
MAT7100,MNK,11,40/40,T 03:10 PM - 04:40 PM
MAT7100,SADIA,12,42/42,MW 08:30 AM - 10:00 AM
MAT7101,SUMAIYA,17,40/40,MW 08:30 AM - 10:00 AM
MAT7101,SUMAIYA,18,5/40,S 01:30 PM - 03:00 PM
MAT7101,SUMAIYA,18,5/40,R 01:30 PM - 03:00 PM
MAT7101,DBPG,27,4/30,MW 04:50 PM - 06:20 PM
MAT7102,SIS,1,37/38,MW 01:30 PM - 03:00 PM
MAT7102,SIS,2,0/0,R 01:30 PM - 03:00 PM
MAT7102,SIS,2,0/0,T 01:30 PM - 03:00 PM
MAT7102,TD,3,0/0,SR 11:50 AM - 01:20 PM
MAT7102,DRNM,4,0/0,ST 04:50 PM - 06:20 PM
MAT7102,TD,5,35/39,MW 08:30 AM - 10:00 AM
MAT7102,KNI,6,0/0,S 03:10 PM - 04:40 PM
MAT7102,KNI,6,0/0,R 03:10 PM - 04:40 PM
MAT7102,MEHEDI,7,0/0,SR 11:50 AM - 01:20 PM
MAT7102,SUMAN,8,0/0,SR 11:50 AM - 01:20 PM
MAT7102,SHOBHA,9,0/0,MW 03:10 PM - 04:40 PM
MAT7102,AMRK,10,0/0,MW 11:50 AM - 01:20 PM
MAT7102,DMAAK,11,0/0,MW 11:50 AM - 01:20 PM
MAT7102,DAKD,12,0/0,TR 08:30 AM - 10:00 AM
MAT7102,DAKD,13,0/0,TR 11:50 AM - 01:20 PM
MAT7102,DSBK,14,0/0,TR 11:50 AM - 01:20 PM
MAT7102,DMAHS,15,0/0,ST 11:50 AM - 01:20 PM
MAT7102,DSBK,16,0/0,TR 08:30 AM - 10:00 AM
MAT7102,MEHEDI,17,0/0,TR 03:10 PM - 04:40 PM
MAT7102,GKS,18,0/0,TR 08:30 AM - 10:00 AM
MAT7102,GKS,19,0/0,TR 11:50 AM - 01:20 PM
MAT7102,MZIB,20,0/0,S 04:50 PM - 06:20 PM
MAT7102,MZIB,20,0/0,T 04:50 PM - 06:20 PM
MAT7102,KNI,21,0/0,R 08:30 AM - 10:00 AM
MAT7102,KNI,21,0/0,T 08:30 AM - 10:00 AM
MAT7102,TBA,22,0/0,R 10:10 AM - 11:40 AM
MAT7102,TBA,22,0/0,S 10:10 AM - 11:40 AM
MAT7102,TBA,23,0/0,R 08:30 AM - 10:00 AM
MAT7102,TBA,23,0/0,T 08:30 AM - 10:00 AM
MAT7104,NY,1,0/0,S 01:30 PM - 03:00 PM
MAT7104,NY,2,0/0,MW 01:30 PM - 03:00 PM
MAT7104,ASAD,3,0/0,MW 04:50 PM - 06:20 PM
MAT7104,ASAD,4,0/0,MW 03:10 PM - 04:40 PM
MAT7104,DSHI,5,0/0,TR 11:50 AM - 01:20 PM
MAT7104,DSHI,6,0/0,TR 03:10 PM - 04:40 PM
MAT7104,APURBO,7,0/0,MW 04:50 PM - 06:20 PM
MAT7104,DCH,8,0/0,R 01:30 PM - 03:00 PM
MAT7104,DCH,8,0/0,T 01:30 PM - 03:00 PM
MAT7104,SHOBHA,9,0/0,ST 11:50 AM - 01:20 PM
MAT7104,SHOBHA,10,0/0,ST 03:10 PM - 04:40 PM
MAT7104,DMFR,11,34/34,MW 11:50 AM - 01:20 PM
MAT7104,ASHRAF,12,0/0,TR 11:50 AM - 01:20 PM
MAT7104,DMAHS,13,0/0,ST 03:10 PM - 04:40 PM
MAT7104,KCS,14,16/40,TR 11:50 AM - 01:20 PM
MAT7104,KCS,15,0/0,TR 03:10 PM - 04:40 PM
MAT7104,TBA,16,0/0,MW 04:50 PM - 06:20 PM
MAT7104,TBA,17,6/40,R 04:50 PM - 06:20 PM
MAT7104,TBA,17,6/40,S 04:50 PM - 06:20 PM
MAT7104,TBA,18,0/0,MW 04:50 PM - 06:20 PM
MAT7104,TBA,19,0/0,MW 08:30 AM - 10:00 AM
MAT7104,TBA,20,0/0,R 08:30 AM - 10:00 AM
MAT7104,TBA,20,0/0,T 08:30 AM - 10:00 AM
MAT7110,IMSR,1,40/40,MW 10:10 AM - 11:40 AM
MAT7110,KMM,2,41/41,MW 03:10 PM - 04:40 PM
MAT7110,PPC,3,40/40,T 04:50 PM - 06:20 PM
MAT7110,PPC,3,40/40,R 04:50 PM - 06:20 PM
MAT7110,PPC,4,40/40,S 03:10 PM - 04:40 PM
MAT7110,PPC,4,40/40,R 03:10 PM - 04:40 PM
MAT7110,PAG,5,45/45,TR 03:10 PM - 04:40 PM
MAT7110,SYJ,6,40/40,MW 11:50 AM - 01:20 PM
MAT7110,KMM,7,40/40,MW 08:30 AM - 10:00 AM
MAT7110,TMNA,8,40/40,R 03:10 PM - 04:40 PM
MAT7110,TMNA,8,40/40,S 03:10 PM - 04:40 PM
MAT7110,SANJANA,9,40/40,SR 03:10 PM - 04:40 PM
MAT7110,MASM,10,45/45,SR 04:50 PM - 06:20 PM
MAT7110,SYJ,11,39/40,MW 08:30 AM - 10:00 AM
MAT7211,SSM,1,40/40,MW 01:30 PM - 03:00 PM
MAT7211,BKN,2,40/40,ST 08:30 AM - 10:00 AM
MAT7211,BKN,3,40/40,ST 01:30 PM - 03:00 PM
MAT7211,GQH,4,44/44,ST 08:30 AM - 10:00 AM
MAT7211,MOAK,5,40/40,TR 10:10 AM - 11:40 AM
MAT7211,SSM,6,30/40,ST 01:30 PM - 03:00 PM
MAT7211,MOAK,7,40/40,TR 08:30 AM - 10:00 AM
MAT7211,PAG,8,44/44,MW 04:50 PM - 06:20 PM
MAT7211,PAG,9,45/45,MW 01:30 PM - 03:00 PM
MAT7211,MASM,10,43/43,SR 01:30 PM - 03:00 PM
MAT7211,TBA,11,15/40,ST 03:10 PM - 04:40 PM
MAT7211,TBA,12,0/0,ST 03:10 PM - 04:40 PM
MATH111,MEHEDI,1,33/40,S 08:30 AM - 10:00 AM
MATH111,MEHEDI,1,33/40,T 08:30 AM - 10:00 AM
MATH112,AP,1,36/40,MW 10:10 AM - 11:40 AM
MATH114,TD,1,10/40,MW 01:30 PM - 03:00 PM
MATH115,DAMAK,1,20/40,ST 08:30 AM - 10:00 AM
MATH116,TBA,1,1/1,ST 10:10 AM - 11:40 AM
MATH212,AKMN,1,22/30,R 11:50 AM - 01:20 PM
MATH212,AKMN,1,22/30,T 11:50 AM - 01:20 PM
MATH212,AKMN,1,22/30,R 08:00 AM - 10:00 AM
MATH314,SIS,1,9/40,ST 10:10 AM - 11:40 AM
MATH317,TD,1,16/30,R 03:10 PM - 05:10 PM
MATH317,AP,1,16/30,MW 01:30 PM - 03:00 PM
MBA-501,MRDI,1,38/38,M 06:30 PM - 09:30 PM
MBA-502,SAMIR,1,21/30,A 06:30 PM - 09:30 PM
MBA-503,MARS,1,8/10,M 06:30 PM - 09:30 PM
MBA-503,AKSA,2,10/10,F 09:00 AM - 12:00 PM
MBA-504,MIA,1,25/30,T 06:30 PM - 09:30 PM
MBA-505,SMCY,1,4/10,F 06:30 PM - 09:30 PM
MBA-505,TBA,2,4/10,A 06:30 PM - 09:30 PM
MBA-506,TBA,1,20/30,T 06:30 PM - 09:30 PM
MBA-508,ZMD,1,19/30,S 06:30 PM - 09:30 PM
MBA-511,KAMAL,1,17/30,F 09:00 AM - 12:00 PM
MBA-511,DSALAM,2,28/30,T 06:30 PM - 09:30 PM
MBA-512,DAB,1,12/15,F 03:00 PM - 06:00 PM
MBA-512,DAB,2,13/14,F 06:30 PM - 09:30 PM
MBA-513,MOHSIN,1,13/30,T 06:30 PM - 09:30 PM
MBA-513,SMRH,2,9/30,A 06:30 PM - 09:30 PM
MBA-514,SMCY,1,14/14,F 06:30 PM - 09:30 PM
MBA-514,TBA,2,9/10,A 06:30 PM - 09:30 PM
MDS504,TBA,1,9/40,A 09:00 AM - 12:00 PM
MDS510,DZK,1,8/40,A 12:10 PM - 03:10 PM
MDS511,BB,1,14/40,F 10:00 AM - 01:00 PM
MDS695,TBA,1,1/20,R 07:00 PM - 08:00 PM
MDS699,TBA,1,1/20,W 01:30 PM - 03:09 PM
MED606,DZK,1,10/40,A 03:30 PM - 06:30 PM
MED612,BB,1,7/40,F 02:30 PM - 05:30 PM
MGT101,MSIF,1,45/45,ST 01:30 PM - 03:00 PM
MGT101,KH,2,44/44,ST 11:50 AM - 01:20 PM
